name,category_code,short_description,status,founded_year,funding_rounds,funding_total_usd,country_code,cluster,x,y,traction_score
Ingogo,travel,ingogo is a free taxi app for hailing a taxi and paying for it.,operating,2011.0,2,7027329.0,AUS,4,-0.11874684,-0.0008913162,58.9
Icon Bioscience,biotech,Icon Bioscience develops and commercializes novel ophthalmic pharmaceuticals through a proprietary drug delivery platform.,operating,,2,32000000.0,USA,0,0.40612572,-0.052328605,54.8
KosherSwitch Technologies,hardware,KosherSwitch offers technology allowing the interactive control of electricity on Shabbat and Jewish holidays in a permissible manner.,operating,2009.0,1,335000.0,USA,3,0.021861598,-0.10203086,49.9
Physician Software Systems,education,Physician Software Systems commercializes a method of managing the anemia for hemodialysis patients.,operating,2011.0,1,80000.0,USA,0,0.3069418,-0.0825439,48.9
Linkfluence,analytics,"Linkfluence, a social media intelligence company, analyzes conversations on social networks to create business opportunities for brands.",operating,2006.0,2,7000000.0,FRA,2,-0.16371736,0.14922364,54.9
ObsEva,biotech,ObsEva is a speciality biopharmaceutical company developing drugs for womens reproductive medicine.,operating,2012.0,1,32936960.0,CHE,0,0.3649856,0.014561184,60.4
scenios,software,Scenios provides cloud-based software to manage film and television productions.,operating,,1,333000.0,USA,1,-0.0036217272,0.04573975,44.6
INTICA Biomedical,biotech,INTICA Biomedical develops a combined product that consists of targeted therapy and companion diagnostics for triple negative breast cancer.,operating,,1,640000.0,USA,0,0.3586416,-0.10697869,45.8
Arran Aromatics,web,"Arran Aromatics produces fragranced body and bath products, and candles.",operating,1989.0,1,4242704.0,GBR,3,0.20949042,0.10581803,38.4
Etown India Services,local,"Etown India Services provides a one stop gateway for information about organizations, business promotions, local events and candidatures.",operating,,1,110000.0,IND,5,-0.063551895,0.23868756,42.7
Silver Curve,software,Silver Curve provides digital signage consultancy and integration expertise for projects in the digital media industry.,operating,2010.0,1,303050.0,GBR,1,-0.08562329,0.121378615,50.5
Phoenix Books,ecommerce,"Phoenix Books is an independent, socially responsible bookstore sourcing eco-friendly products from Fair Trade/Green Certified companies.",operating,2007.0,1,335000.0,USA,5,0.035536133,0.30080065,48.3
Lenet,ecommerce,Lenet is a Japan-based web service offering laundry pick-up and delivery.,operating,,1,3000000.0,,5,-0.051574238,0.15447001,48.6
SoZo Global,manufacturing,"SoZo Global manufactures and distributes coffee-based, healthy energy drinks.",operating,2009.0,1,300000.0,USA,3,0.22599572,0.1193334,49.7
Global Weather,news,Global Weather is an information company providing real-time precision weather forecasts for weather-sensitive businesses.,operating,,1,2000000.0,USA,1,-0.010925107,0.083210394,47.8
Evolv Technologies,other,Evolv Technologies commercializes metamaterials-based imaging and detection technology for use in airports and other high-risk facilities.,operating,,1,11819107.0,USA,3,0.32193983,-0.069193594,51.0
GeneTex,biotech,GeneTex provides antibody reagents for life science research.,operating,1997.0,1,4300000.0,TWN,0,0.39253563,-0.09651561,44.8
Revizer,web,Revizer is a complete all-in-one monetization solution for app developers.,operating,2009.0,1,20000000.0,ISR,4,-0.13536164,-0.004739241,57.1
Healint,health,Healint creates an artificial intelligence engine on mobile devices to support patients and their caregivers.,operating,2013.0,1,111500.0,SGP,0,0.14817241,-0.3724365,51.1
CloudJay,mobile,JayPix is a cross-communication platform that allows access to member data in real time via any data-connected device.,operating,2013.0,1,11700.0,SGP,4,-0.08787971,-0.18113688,47.1
Catch.com,mobile,Catch.com creates note-taking and mobile productivity apps for Android and iOS smartphones and tablets.,operating,2008.0,2,9300000.0,USA,4,-0.162597,-0.1943588,57.0
mafringue.com,ecommerce,mafringue.com is a French shopbot for womens fashion.,operating,2013.0,1,400000.0,FRA,5,-0.09224758,0.16235612,53.4
Pressy,hardware,Pressy is a hardware button that plugs into the headphone jack of Android phones and can be customized to trigger a range of functions.,operating,,1,695138.0,USA,4,-0.019635558,-0.27959374,46.0
kontakt,mobile,kontakt is a content platform that allows users without programming skills to easily build micro-location apps.,operating,2013.0,1,250000.0,POL,4,-0.20346168,-0.097967274,52.5
ConceptoMed,medical,ConceptoMed offers devices that enhance the efficiency and safety of everyday medical procedures.,operating,2012.0,2,804000.0,NOR,0,0.3721345,-0.18741776,55.8
Skimbl,hospitality,Skimbl is a feedback monitoring system for businesses in the hospitality and food industries.,operating,2012.0,1,11700.0,CHN,5,-0.07913881,0.10696663,46.3
Qwikwire,ecommerce,Qwikwire is an e-commerce platform enabling entrepreneurs to reach the global market.,operating,,1,11700.0,PHL,5,-0.17704427,0.009706421,38.7
TapTalents,enterprise,TapTalents provides tools used in developing data analysis-driven mobile business applications for enterprises.,operating,2013.0,1,11700.0,SGP,4,-0.10473671,-0.07074061,47.1
EdCaliber,education,"EdCaliber offers Instructional Improvement System (IIS), enabling educators to collaborate, find resources, plan lessons, and set standards.",operating,,1,500000.0,USA,1,0.085402995,-0.035880785,45.4
Get Real Health,software,"Get Real Health, a health care solutions provider, offers InstantPHR, an e-toolbox used to create personal health applications.",operating,2000.0,1,0.0,USA,0,0.14587814,-0.19313598,20.0
Fastgen,hardware,Fastgen provides rapid test tools used in the diagnosis of human blood samples.,operating,,1,1731700.0,USA,0,0.35008645,-0.14628518,47.6
Qraved,hospitality,"Qraved provides users with restaurant information, reviews, recommended dishes with photos, promotions, and an instant booking facility.",operating,,1,0.0,,5,-0.12618282,-0.04495569,22.0
Evaporcool,manufacturing,Evaporcool Solutions provides evaporative pre-cooling systems and services for commercial HVAC systems in the U.S.,operating,2008.0,2,450000.0,USA,3,0.21374124,0.17529497,51.6
Health eVillages,biotech,"Health eVillages provides mobile health technology, including medical reference and clinical decision support for medical professionals.",operating,,1,58000.0,USA,0,0.19823605,-0.3312232,41.5
Bloxr,health,"BLOXR develops products and technology that provide radiation protection in the healthcare, dental, veterinary and nuclear industry.",operating,2009.0,2,4750000.0,USA,0,0.39432356,-0.03384743,56.6
transOMIC,biotech,"transOMIC technologies, a biotechnology company, provides technologies and tools to explain the complexity of life and human disease.",operating,2012.0,1,20000.0,USA,0,0.40249813,-0.11398582,47.2
Kai Medical,hardware,Kai Medical develops wireless and non-contact respiration sensing devices.,operating,2006.0,3,2287685.0,USA,0,0.33286056,-0.2857817,54.9
Nu-Med Plus,biotech,"Nu-Med Plus designs and markets technologies in the medical field, such as medical applications of Nitric Oxide gas.",operating,2011.0,1,87653.0,USA,0,0.45932776,-0.044171005,49.1
Runteq,health,Runteq Ltd. develops and sells personal running monitoring solutions for endurance athletes.,operating,2012.0,1,66070.0,FIN,3,0.07619395,-0.043695424,49.4
Axxia Pharmaceuticals,health,Axxia Pharmaceuticals provides implantable polymeric drug delivery technologies.,operating,,1,300000.0,USA,0,0.4228264,-0.06547219,44.5
Insight Genetics,biotech,Insight Genetics is involved in advanced diagnostics for precision cancer care and in improving the lives of cancer patients worldwide.,operating,,1,1500000.0,USA,0,0.30900928,-0.1548441,47.3
MojoPages,web,MojoPages is a search platform for users to gather domestic business information.,operating,2006.0,1,5000000.0,USA,5,-0.22549215,0.17005488,52.3
PHRQL,health,"PHQRL prvides e-wellness management systems that deliver medical nutrition therapy, diabetes management education, and wellness counseling.",operating,2010.0,1,50000.0,USA,0,0.23420343,-0.029033802,47.3
OLIVERS Apparel,fashion,OLIVERS designs and manufactures athletic apparel for men.,operating,2013.0,1,271043.0,USA,3,0.11274169,0.19760318,52.7
Meet.com,social,Meet.com is a mobile social networking application that allows users to connect with friends through GPS technology.,operating,2011.0,1,400000.0,,4,-0.20163167,-0.18057308,51.8
ActuatedMedical,hardware,"Actuated Medical is engaged in outsourced research and development, designing, modeling, prototyping, and manufacturing medical devices.",operating,2006.0,1,150000.0,USA,0,0.39983726,-0.11037804,46.0
Cellworks,hardware,Cellworks is a life sciences technology company involved in drug and bio-marker discovery and researches in therapeutic areas.,operating,2005.0,2,14000000.0,USA,0,0.31161997,-0.119631216,55.3
Pluromed,hardware,Pluromed develops and markets disposable medical devices based on reverse thermosensitive polymer technology.,acquired,2003.0,3,2437899.0,USA,0,0.48591006,-0.03573901,50.6
MugenUp,games_video,MugenUp is a crowd-sourcing service provider specializing in producing Japanese movie or TV animation.,operating,,1,1300000.0,JPN,2,-0.039999,0.044021137,47.1
Viddyad,software,Viddyad is an automated cloud-based video ad creation tool for businesses to create their own ads online.,operating,2013.0,1,0.0,IRL,2,-0.13703626,-0.031989016,30.4
LocalView,software,"LocalView provides a platform for finding local businesses, events and free mobile offers.",operating,2011.0,1,142000.0,USA,4,-0.24927416,-0.055094346,49.9
MightyNest,ecommerce,"MightyNest handpicks content and products to help families build non-toxic, eco-friendly and stylish homes.",operating,2009.0,1,685000.0,USA,5,-0.0069195405,-0.009863647,51.1
Helidyne,cleantech,Helidyne provides geopressure reduction generators and TFC expanders for power generation markets.,operating,,1,150000.0,USA,3,0.145128,0.1488333,43.2
Tasspass,web,TassPass is a community dog-care marketplace.,operating,,1,0.0,SWE,5,0.047736853,0.04165384,22.0
OvaGene Oncology,biotech,OvaGene Oncology is a molecular diagnostics company dedicated to the production of gene-based diagnostics for gynecologic cancer patients.,operating,2009.0,2,2121849.0,USA,0,0.3881129,-0.093871176,55.1
Ability Dynamics,medical,Ability Dynamics is a medical device company that develops and manufactures prosthetic limbs.,operating,2009.0,1,1500000.0,USA,0,0.3187849,-0.0738195,52.5
Second Sight,medical,Second Sight manufactures and markets implantable visual prosthetics to enable blind individuals to achieve greater independence.,operating,,2,5000000.0,USA,3,0.2775013,-0.09853397,51.5
Sancilio and Company,medical,Sancilio and Company develops biopharmaceutical supplements and products.,operating,2004.0,2,2250000.0,USA,0,0.39590862,0.03916788,51.2
AYIN International,hardware,"AYIN International houses a platform that provides real-time, interactive, web-based remote electronic notarization services.",operating,2008.0,0,0.0,USA,1,-0.037042074,-0.022375442,24.4
GliaCure,biotech,GliaCure develops therapies for neurological and neuropsychiatric disorders based on glia targets.,operating,2011.0,1,1000000.0,USA,0,0.26821116,-0.18796799,53.4
Transmetrics,analytics,Transmetrics analyzes data and provides solutions to the transport and logistics industry on capacity optimization and CO2 emissions.,operating,2013.0,2,273691.0,BGR,3,0.07762309,0.2173714,54.7
Nationwide PharmAssist,medical,Nationwide PharmAssist is a full service retail pharmacy.,operating,2011.0,1,55000.0,USA,0,0.2344091,0.13749292,48.2
Onward Behavioral Health,biotech,"Onward Behavioral Health offers outpatient mental health treatment services for children, adolescents and adults.",operating,2009.0,1,9250150.0,USA,0,0.11374387,-0.081589885,55.8
Respiratory Technologies,hardware,Respiratory Technologies is engaged in the development of respiratory care products.,operating,2004.0,1,500000.0,USA,0,0.39248422,-0.102056056,46.6
ADMA Biologics,biotech,ADMA Biologics develops plasma-based biologics for the treatment and prevention of certain infectious diseases.,ipo,,2,44050029.0,USA,0,0.40124306,-0.1634058,55.3
High Gear Media,web,High Gear Media is an automotive publisher that connects car-seeking audiences with content and tools that facilitate decision making.,operating,2008.0,2,12000000.0,USA,2,-0.05602718,-0.008055858,57.4
Bizzingo,software,Bizzingo is a validated network that provides software applications and analytical tools to help connect people within organizations.,operating,,1,660000.0,USA,1,-0.04998716,-0.06382293,45.9
CarePartners Plus,medical,CarePartners Plus is a healthcare data and information company providing patient management solutions.,operating,,1,592428.0,USA,0,0.12855864,-0.0021560634,45.7
Energy Excelerator,cleantech,"Energy Excelerator helps energy companies by providing non-dilutive funding, strategic relationships, and a vibrant ecosystem.",operating,2010.0,1,30000000.0,USA,3,0.07399827,0.23780535,58.7
Offsite Care Resources,biotech,Offsite Care Resources develops and offers cloud-based electronic health record solutions.,operating,2007.0,1,1258507.0,USA,0,0.1329929,-0.057718452,50.6
AllFacilities Energy Group,cleantech,AllFacilities Energy Group is an energy efficiency analytics company.,operating,2009.0,1,350000.0,USA,3,0.111476734,0.16908929,49.9
Intelligent Fingerprinting,medical,Intelligent Fingerprinting uses high-definition detection reagents to identify metabolite substances through fingerprint testing.,operating,2007.0,1,3146400.0,GBR,0,0.29019058,-0.01956165,52.2
VoulezVousDiner,hospitality,VoulezVousDiner is a peer-to-peer reservation service that allows users to connect and share meals in each others homes.,operating,2011.0,1,0.0,FRA,2,-0.14469194,-0.08341868,28.8
Corceuticals,medical,Corceuticals develops and manufactures nutriceuticals for cardiac patients.,operating,2010.0,1,1060000.0,USA,0,0.42286557,0.04273299,52.7
TG Therapeutics,biotech,"TG Therapeutics, a biopharmaceutical company, develops agents for the treatment of hematologic malignancies and autoimmune disorders.",operating,,1,25000000.0,USA,0,0.33876503,-0.11052422,52.3
Vault Dragon,other,"VaultDragon, an integrated urban storage company, offers on-demand storage that can be managed through web and mobile applications.",operating,,2,91500.0,SGP,4,-0.10350069,0.019621283,44.3
Calosyn Pharma,biotech,CaloSyn Pharma is a biopharmaceutical company developing therapeutics for osteoarthritis.,operating,,1,309685.0,USA,0,0.27932757,-0.09267604,44.5
MicroTransponder,medical,"MicroTransponder, a medical device company, develops and commercializes neurostimulation devices to treat neurological diseases.",operating,2007.0,2,5399530.0,USA,0,0.3398337,-0.13046804,55.2
ZhenXin,medical,ZhenXin develops a suite of healthcare products designed for caregivers and families.,operating,,1,11700.0,TWN,0,0.32225683,-0.19977592,38.7
The Runthrough,fashion,TheRunthrough is a global online showroom where brands can showcase their collections to a curated group of influential media.,operating,2011.0,1,1200000.0,USA,2,-0.17962676,0.037612904,53.7
Observable Networks,security,Observable Networks operates in the enterprise network security and management industry.,operating,2011.0,1,600000.0,,1,0.13958569,0.15237314,52.5
Interactive Bid Games Inc,games_video,Interactive Bid Games produces and develops applications and interactive auction games for Facebook.,operating,2012.0,1,500000.0,USA,2,-0.3172744,-0.06977,53.0
InfernoRed Technology,consulting,InfernoRed Technology is a software development services company.,operating,2012.0,1,9000.0,USA,1,0.105658114,0.11016885,45.8
SalonBooker,software,"SalonBooker is a provider of online booking, point-of-sale, and business management software for the beauty industry.",operating,2010.0,1,14500000.0,USA,5,-0.054769345,0.22570291,57.4
DocTree,medical,DocTree is an online platform providing information about various healthcare providers.,operating,,1,0.0,IND,0,0.16860467,-0.094289616,22.0
CloudX,other,"CloudX, a document process outsourcing company, helps businesses use automation and e-workflow to shift paper-based processes to the web.",operating,2011.0,2,150000.0,USA,1,0.052131757,0.12298101,52.0
GreenPal,web,GreenPal is a mobile and web application that connects house owners with lawn care professionals.,operating,2012.0,1,250000.0,,4,-0.10580919,-0.009129217,51.7
ZANY OX,ecommerce,"ZANY OX helps sellers create an online shop, enabling consumers to purchase an unlimited number of products from various shops.",operating,2013.0,1,200000.0,,5,-0.09237652,0.265472,52.1
ChallengePost,web,ChallengePost is a global network of software developers supporting software competitions and in-person hackathons.,operating,2009.0,2,4600000.0,USA,2,-0.15932953,-0.087114565,56.5
Nuggeta,software,"Nuggeta is a cloud service that enables the multiplayer option for real-time, social and collaborative games.",operating,2012.0,1,120000.0,FRA,1,-0.19636005,-0.15527844,50.4
Cubbying,other,Cubbying is a web and mobile service that gathers and organizes content gathered from a person's social media networks.,operating,2012.0,1,200000.0,KOR,2,-0.2993018,-0.033214007,51.3
MoPowered,mobile,MoPowered provides mobile e-commerce solutions to online merchants of all sizes.,operating,2012.0,2,2500000.0,GBR,4,-0.1586869,0.056578968,57.8
Vitamin Research Products,biotech,"Vitamin Research Products develops, manufactures and sells nutritional supplements.",operating,1979.0,1,4500023.0,USA,0,0.3414916,0.091616735,30.5
Sproutling,hardware,Sproutling provides tools that help parents by providing real-time insights about their child through wearable monitors.,operating,2012.0,1,2600000.0,USA,4,-0.005214818,-0.22956511,55.9
Siena College,education,Siena College is a co-educational liberal arts college offering degrees and certificate courses in various disciplines.,operating,1937.0,1,75000.0,USA,2,0.05104876,0.04680958,-10.4
License Acquisitions,mobile,License Acquisitions is engaged in the acquisition of UHF band spectrum licenses for building 3G and 4G mobile broadband networks.,operating,2008.0,1,650000.0,USA,3,0.014276624,0.11497204,50.2
Flurry,advertising,"Flurry provides solutions for app developers and brands to measure consumer behavior, target customers, and monetize them.",operating,2005.0,6,63255000.0,USA,4,-0.2008965,-0.04669013,66.0
IgY Immune Technologies & Life Sciences,biotech,IgY Immune Technologies Life Sciences engages in the extraction of polyclonal antibodies for nutraceutical and pharmaceutical applications.,operating,2009.0,1,65100.0,CAN,0,0.34348086,-0.07997088,46.9
ChromaDex,biotech,"ChromaDexis a natural products company that discovers, acquires, develops and commercializes proprietary-based ingredient technologies.",operating,1999.0,2,6699998.0,USA,3,0.24202713,0.08006936,49.2
Novocor Medical Systems,biotech,Novocor Medical Systems develops medical devices and solutions that help Emergency Medical Service first responders.,operating,,1,961000.0,,0,0.41762233,-0.16308334,46.5
4vets,pets,4vets is an online platform that offers pet shops and veterinary clinics the convenience to buy products on the internet.,operating,2013.0,1,762500.0,BRA,5,0.09253887,0.02045738,54.5
Ambient Control Systems,cleantech,Ambient Control Systems develops battery-free energy collection storage and management systems used in remote outdoor environments.,operating,,1,500000.0,USA,3,0.058568433,-0.042575322,45.4
Accuhealth Partners,health,"Accuhealth Partners provides doctor-recommended preparation products and programs for colonoscopy patients, doctors, nurses and schedulers.",operating,2011.0,1,760000.0,USA,0,0.32961503,-0.029697007,52.9
Success Academy Charter Schools,education,Success Academy Charter Schools operates charter schools in New York City.,operating,,1,5000000.0,USA,3,0.12180227,0.12326147,49.5
BoldIQ,other,BoldIQ provides users with actionable plans for the optimal use of resources to make informed and integrated decisions in real-time.,operating,,1,2000000.0,USA,1,-0.100354396,0.005229495,47.8
Accelerate Diagnostics,health,Accelerate Diagnostics is an in vitro diagnostics company providing solutions todrug resistant organisms and hospital acquired infections.,ipo,2004.0,1,3321244.0,USA,0,0.41984022,-0.056102086,49.9
Degree Controls,consulting,Degree Controls manufacturers airflow measuring and thermal managing devices.,operating,2007.0,1,2500000.0,USA,3,0.23572496,0.044956107,51.8
Arrayent Health,software,Arrayent Health provides software that wirelessly connects health monitoring devices to auser's personal health records on the internet.,operating,2011.0,2,1083000.0,USA,0,0.20821589,-0.30029097,55.5
ColoWrap,hardware,ColoWrap develops a medical device that prevents looping in the colon during colonoscopies by exerting pressure on the lower abdomen.,operating,2011.0,1,220000.0,USA,0,0.2815879,-0.13781466,50.7
Common Sensing,software,Common Sensing offers insulin pen cap that recordsa persons insulin intake information and transmits to mobile phones or glucose meters.,operating,2012.0,1,930881.0,USA,4,0.096953206,-0.25668722,54.1
Activate Healthcare,medical,"Activate Healthcare delivers proactive, preventive primary care at or near an employers location.",operating,2009.0,1,950000.0,USA,0,0.2832067,-0.0818323,51.7
Daggerboard,software,Daggerboardis atechnology company developing data visualization and performance analysis applications for financial institutions.,operating,2012.0,1,60000.0,USA,1,0.048304677,0.18299541,49.2
AFS Technologies,enterprise,AFS Technologies provides food and beverage enterprise software solutions such as business intelligence and mobile delivery automation.,operating,1985.0,3,23200000.0,USA,1,0.12615529,0.07709072,42.2
N2Care,health,N2Care designs and builds mobile medical homes that are placed on the care-giving family's property.,operating,2006.0,1,20000.0,USA,0,0.23780805,-0.14399326,42.4
Domino Solutions,software,Domino Solutions develops tools and technology that combine company data with industry insights to create strategies and marketing plans.,operating,2012.0,1,100000.0,USA,1,0.06050888,0.25933394,50.1
Axiata,mobile,"Axiata is an Asian telecommunications company focused on high-growth, low penetration emerging markets.",operating,,1,190000000.0,IDN,3,0.06179002,0.08879082,55.9
Jigsaw Meeting,software,Jigsaw Meetings offers an online meeting system that provides real-time interaction between meeting participants.,operating,2008.0,1,900000.0,USA,2,-0.17124423,-0.07407959,50.8
Manhattan Scientifics,health,Manhattan Scientifics focuses on the technology transfer and commercialization of disruptive technologies in the nanomedicine space.,operating,1992.0,1,300000.0,USA,0,0.36275116,-0.06701164,36.1
DxContinuum,software,DxContinuum offers analytics solutions thatgather predictive insights based on enterprise big data and other information sources.,operating,2012.0,1,275000.0,USA,1,0.034310326,0.14314222,51.9
Eltechs,software,"Eltechs develops a virtualization software solution, making standard PC software compatible with ARM-based servers.",operating,2012.0,1,1200000.0,RUS,1,0.14640056,-0.08186942,54.5
Exusmed,health,Exumed delivers convenient access to affordable outpatient continuity of healthcare.,operating,2010.0,1,52000.0,USA,0,0.22242928,-0.007742427,47.3
Sambazon,ecommerce,"Sambazon provides organic acai products including acai juices, functional blends, supplements, frozen products, and Amazon energy products.",operating,2000.0,1,3156546.0,USA,3,0.11113937,0.09605318,46.6
FishNet Security,security,"FishNet Security is an information security solutions provider facilitating audit, implementation, support, and managed security services.",operating,1996.0,1,12000000.0,USA,1,0.018833093,0.039752033,45.8
Earl Energy,hardware,"Earl Energy designs, builds, installs and services off-grid power generation energy management and energy storage solutions.",operating,2009.0,2,4175000.0,USA,3,0.09598859,0.17210579,56.3
Issuu,web,"Issuu, a digital publishing and discovery platform, connects people to content created by publishers sharing the same passion.",operating,2006.0,2,6250000.0,USA,2,-0.10534348,0.036316786,54.7
Jascha,fashion,Jascha is a Swedish fashion label making classic but modern quality clothing with traditional pattern-making.,operating,,1,0.0,SWE,3,0.034696065,0.13560787,22.0
mChron,software,mChron is a companydeveloping a consumer-based mobile application service.,operating,2012.0,1,650000.0,USA,4,-0.036220692,-0.03072551,53.4
Growing Stars,software,Growing Stars offers affordable online tutoring with individually tailored curriculum and one-on-one tutoring sessions.,operating,2004.0,1,51020.0,USA,2,-0.12251159,0.008680774,42.5
Integrated Corporate Health,health,Integrated Corporate Health provides employers with cost-effective health promotion wellness and biometric screening programs.,operating,,1,150000.0,USA,0,0.34550044,-0.0037941257,43.2
Sahale Snacks,ecommerce,"Sahale Snacks produces natural gourmet snacks and offers nut blends, glazed nuts, and seasoned nuts.",operating,2003.0,1,5749536.0,USA,3,0.08585894,0.07217192,50.1
Estrada Beisbol,games_video,"Estrada Beisbol designs, tests and develops weighted hitting systems for baseball and softball players.",operating,,1,242500.0,USA,3,0.04388575,-0.06849306,44.1
Kalyra Pharmaceuticals,biotech,Kalyra Pharmaceuticals is a small molecule drug discovery and development company.,operating,2012.0,1,6000000.0,USA,0,0.251373,0.00023523858,57.4
PA & Associates Healthcare,consulting,PA&Associates Healthcare provides management consulting services to the healthcare industry.,operating,1991.0,1,525000.0,USA,0,0.3421332,0.10026946,36.3
Hobzy,ecommerce,"Hobzy is a content network built around hobbies and interests that enables one to find ideas, share projects, and exchange feedback.",operating,,1,0.0,,2,-0.19031054,-0.06839239,22.0
Signix,hardware,"SIGNIX offers an online service that enables the online signing of forms, contracts, or business documents with digital signatures.",operating,2002.0,1,1000000.0,USA,5,-0.04443451,0.06560344,46.2
Nextnav,other,NextNav offers urban and indoor positioning services for public safety and commercial applications.,operating,2007.0,2,29184501.0,USA,4,-0.021896087,-0.14979807,58.2
TrueMotion Spine,hardware,TrueMotion Spine commercializes cervical and lumbar prosthetic disc replacement devices to preserve and restore motion to the human spine.,operating,2011.0,1,122500.0,USA,0,0.259213,-0.10920108,49.7
MobiWork,hardware,Mobiwork offers a mobile workforce solution that plugs employees into a web-based network where business information flows in real-time.,operating,2009.0,1,1500000.0,USA,4,-0.15470845,-0.07848429,52.5
Daojia,hospitality,"Daojia is focused on online food ordering and delivery services, targeting China's middle class urban population.",operating,2010.0,1,0.0,CHN,5,-0.07471209,0.09755552,28.0
Spinnaker Coating,manufacturing,Spinnaker Coating is a manufacturer of pressure-sensitive paper and film produts for the roll and sheet market.,operating,1928.0,1,24250000.0,USA,3,0.16076574,0.010214521,-7.3
Senior Care Centers,health,Senior Care Centers operates nursing and rehabilitation facilities and assisted living and Alzheimer's memory care facilities in Texas.,operating,2008.0,1,5000000.0,USA,0,0.23500636,-0.017727984,53.9
PicsaStock,photo_video,PicsaStock is an image database that enables photographers to sell their Instagram and smartphone photos.,operating,2012.0,1,0.0,DEU,5,-0.012004569,0.09535185,29.6
Snapkin,software,Snapkin is a software development company developing tools to create a 3D version of the interior of a building and a quoted floor plan.,operating,2013.0,1,0.0,FRA,1,0.032675974,-0.05454578,30.4
Arkeo,software,Arkeo develops a camera and software system that performs explosive trace detection using hyperspectral imaging.,operating,2012.0,1,300000.0,USA,1,0.18170404,-0.09700393,52.1
Estoreify,ecommerce,"Estoreify is a simplified, embeddable e-commerce web platform that enables users to create their own online store.",operating,2013.0,1,10000.0,,5,-0.19693476,0.2013928,46.8
ShowEvidence,software,ShowEvidence is software that enables users to demonstrate their mastery of core competencies and get feedback on their performance.,operating,2011.0,1,500000.0,USA,1,-0.026521452,-0.09179436,52.2
Arvinas,biotech,Arvinas is a pharmaceutical company focused on protein degradation approaches to develop novel drugs to treat cancer and other diseases.,operating,,1,15000000.0,USA,0,0.3547209,-0.07200789,51.4
Super Vitamin D,health,D3forME is a supplement solution for individuals who cannot maintain a healthy level of Vitamin D due to side effects of various conditions.,operating,2012.0,1,100000.0,USA,0,0.26706225,-0.071834244,50.1
Gravie,health,"Gravie helpsconsumers choose and buy insurance, pay for it, and manage all health care expenses.",operating,,1,2600767.0,USA,0,0.21329731,0.036847174,48.3
"LittleCast, Inc.",web,LittleCast allows users to price and sell videos directly to their social network through Facebook.,operating,2013.0,1,2000000.0,USA,2,-0.33176875,-0.07577256,56.2
Ulterius Technologies,other,"Ulterius Technologies is a single source network communications provider combining firewall, router and Wi-Fi access.",operating,2011.0,1,3622500.0,USA,3,0.053963855,-0.007963788,55.7
TacatÃ¬,ecommerce,"Tacat is an online grocery shopping platform based in Asti, Italy.",operating,,1,1286600.0,ITA,5,-0.04142446,0.10158708,47.0
Volar Video,news,Volar Video is a digital video technology company broadcasting and distributing digital content.,operating,2012.0,2,1327000.0,USA,2,-0.04810471,-0.10825276,56.7
PS Biotech,biotech,PS Biotech develops a production process for a polymer-based release system enabling fed-batch feeding of microorganisms.,operating,2013.0,1,0.0,DEU,0,0.38972062,0.06933113,30.4
WeSpeke,software,Wespeke is an online platform facilitating language education and cultural exchange via social networking and crowd-sourcing.,operating,2010.0,2,3230100.0,USA,2,-0.22224346,-0.025775917,56.7
Joot Ventures,social,"Joota helps users build meaningful social networks to collect, organize and socialize around content of shared interests.",operating,2010.0,1,700000.0,MYS,2,-0.3327247,-0.089790106,52.0
Cape City Command,manufacturing,Cape City Command is a technology company focusing on developing products that improve customers' fill rates.,operating,,1,2000000.0,USA,3,0.14671583,0.1444714,47.8
uConnect,education,"UConnet creates custom career service websites for colleges, universities and non-profit organizations.",operating,,1,20064.0,USA,2,-0.0151349455,0.056975942,39.6
OraHealth,health,Orahealth develops products for the treatment and prevention of diseases and ailments of the mouth.,operating,2011.0,1,2089110.0,USA,0,0.3593629,-0.03579237,54.7
AIO Robotics,hardware,AIO Robotics is a high-tech startup targetting the 3D printer market with innovative all-in-one 3D copy machines.,operating,2013.0,1,20000.0,USA,3,0.17278,0.08298944,48.0
Kare Partners,health,Kare Partners provides therapeutic rehabilitation and other ancillary services for the health care sector.,operating,,1,4000000.0,USA,0,0.28289327,-0.061680567,49.1
Achelios Therapeutics,biotech,Achelios Therapeutics is a pharmaceutical development company advancing new product concepts through preclinical and early clinical POC.,operating,,1,1856004.0,USA,0,0.35878834,-0.08680349,47.7
Vacatia,ecommerce,Vacatia is a vacation ownership marketplace that allows the buying and selling of timeshares and fractional interests online.,operating,,1,5000000.0,USA,5,-0.11714531,0.1939466,49.5
Wellpartner,biotech,"Wellpartner is a provider of pharmacy distribution solutions for health plans, Medicaid programs, and safety net organizations.",operating,2000.0,1,3000000.0,USA,0,0.15040213,0.090134114,46.6
Wasatch Microfluidics,biotech,"Wasatch Microfluidics provides biotechnology solutions, and develops and commercializes novel microarray deposition technologies.",operating,2005.0,1,200000.0,USA,0,0.42466137,-0.07512538,45.7
Enbase,cleantech,"Enbase isan energy service and technology company thatengineers and delivers field equipment, mobile and intelligence applications.",operating,2001.0,1,200000.0,USA,3,0.15840474,0.13776863,42.5
Alleantia,other,"Alleantia, an Internet of Things (IoT) company, offers a hardware- and OS-independent software platform for web and mobile monitoring.",operating,2011.0,2,0.0,ITA,1,-0.03622905,-0.0850592,30.8
